country_code,indicator_code_0,indicator_code_1,slope,intercept,r_value,p_value,std_err
PHL,BM.GSR.GNFS.CD,BM.GSR.GNFS.CD,1.0,0.0,1.0,4.375000000000076e-80,0.0
PHL,BM.GSR.GNFS.CD,SE.SEC.PROG.ZS,1.2171763915525007e-10,88.9368074478925,0.5539285114830655,0.09663275862207917,6.468037921739194e-11
PHL,BM.GSR.GNFS.CD,SE.XPD.MPRM.ZS,-2.247198098385666e-10,100.04536664119836,-0.4323502445446895,0.2120773375859932,1.6570114028268956e-10
PHL,BM.GSR.GNFS.CD,SE.XPD.MSEC.ZS,-3.506738716997068e-10,101.19527162115321,-0.687862858155984,0.027907112287144084,1.3082714313518808e-10
PHL,BM.GSR.GNFS.CD,SE.XPD.MTER.ZS,-6.197225658696261e-11,78.8654308643328,-0.14139302917767538,0.6968123970019904,1.5340486435753008e-10
PHL,BM.GSR.GNFS.CD,SE.XPD.CPRM.ZS,-2.0153956804106557e-11,95.66060385288864,-0.09666525505143925,0.7905095755619925,7.336794050364615e-11
PHL,BM.GSR.GNFS.CD,SE.XPD.CSEC.ZS,-1.1172378284577438e-10,100.57045979644607,-0.480443138534059,0.15987007608351222,7.210594139011859e-11
PHL,BM.GSR.GNFS.CD,SE.XPD.CTER.ZS,-6.616391341798902e-11,98.02197653877126,-0.18795906172979734,0.6030599648364352,1.2223698298967746e-10
PHL,BM.GSR.GNFS.CD,SE.XPD.CTOT.ZS,-4.3685559494232036e-11,96.49797264894417,-0.19612784968908265,0.5870960432107457,7.722109124741087e-11
PHL,BM.GSR.GNFS.CD,SI.DST.10TH.10,1.3877338486056544e-12,33.57893962759828,0.01059534664173889,0.9768252809637381,4.630433372159585e-11
PHL,BM.GSR.GNFS.CD,SI.DST.05TH.20,2.3808907556171886e-11,48.15001956228052,0.17468735777470148,0.6293203630204849,4.744641416817516e-11
PHL,BM.GSR.GNFS.CD,SI.DST.FRST.10,-6.611340317893218e-12,2.911294926132728,-0.36897013546850227,0.29407409976772797,5.888100953348605e-12
PHL,BM.GSR.GNFS.CD,SI.DST.FRST.20,-1.1777464339721992e-11,6.718840438061972,-0.31326472533064637,0.37811477367547286,1.262310304088071e-11
PHL,BM.GSR.GNFS.CD,SI.POV.GAPS,-1.3497754914733473e-10,13.191432501023481,-0.7247319381538411,0.017735851010068002,4.5370948592325295e-11
PHL,NY.ADJ.NNTY.KD.ZG,NY.ADJ.NNTY.KD.ZG,1.0,0.0,1.0,0.0,0.0
PHL,NY.ADJ.AEDU.GN.ZS,NY.ADJ.AEDU.GN.ZS,1.0,0.0,1.0,0.0,0.0
PHL,NY.GDP.MKTP.KD.ZG,NY.GDP.MKTP.KD.ZG,1.0,0.0,1.0,0.0,0.0
PHL,NY.GDP.MKTP.KD.ZG,NY.GNP.MKTP.KD.ZG,0.9322125932819514,0.6936144563622291,0.7912427540104606,1.07536153888554e-12,0.09990829569361497
PHL,NY.GDP.MKTP.KD.ZG,EN.POP.DNST,-0.2038606845159567,202.4323244110048,-0.008239312582802753,0.9528480943924078,3.4310424006629194
PHL,NY.GDP.MKTP.KD.ZG,SP.DYN.LE00.IN,-0.07069417195257033,64.11078005407448,-0.06776882948814272,0.6263256566094615,0.1443285953597564
PHL,NY.GNP.MKTP.KD.ZG,NY.GDP.MKTP.KD.ZG,0.6715904722654852,1.1045442324298778,0.7912427540104606,1.07536153888554e-12,0.07197656411386918
PHL,NY.GNP.MKTP.KD.ZG,NY.GNP.MKTP.KD.ZG,1.0,0.0,1.0,0.0,0.0
PHL,NY.GNP.MKTP.KD.ZG,EN.POP.DNST,1.2554341527057977,195.79050866757703,0.059780103126496995,0.667633823461903,2.9070881897677032
PHL,NY.GNP.MKTP.KD.ZG,SP.DYN.LE00.IN,0.029034134465011192,63.680090073715384,0.03279143905033937,0.8139046581111057,0.12271936985101461
PHL,NY.GDP.MKTP.KN,NY.GDP.MKTP.KN,1.0,0.0,1.0,0.0,0.0
PHL,NY.GDP.MKTP.KN,NY.GDP.PCAP.KN,5.582764851458411e-09,28925.766097372558,0.9521545168279975,5.92444177671821e-29,2.4613962586283646e-10
PHL,NY.GDP.MKTP.KN,NY.GDP.MKTP.CN,2.018928690492538,-3286663343502.478,0.9639500435468678,3.793427488918666e-32,0.07655016094739775
PHL,NY.GDP.MKTP.KN,NE.CON.GOVT.ZS,1.7468671042887334e-13,9.35669513693839,0.23829819843703745,0.07977190180574874,9.779266572101844e-14
PHL,NY.GDP.MKTP.KN,NE.TRD.GNFS.ZS,9.100788261147066e-12,35.28079742864837,0.6346624225731036,1.9562477450726567e-07,1.5221571855877962e-12
PHL,NY.GDP.MKTP.KN,NY.GDP.MKTP.KD,0.02300048300266846,6.103515625e-05,1.0,0.0,0.0
PHL,NY.GDP.MKTP.KN,NY.GDP.PCAP.KD,1.284062880738641e-10,665.3065914617823,0.9521545168279971,5.924441776719264e-29,5.661330280941363e-12
PHL,NY.GDP.MKTP.KN,SP.URB.TOTL.IN.ZS,2.8199970084753927e-12,33.16970992358844,0.6970185503785479,3.39411991043979e-09,3.9849024163126313e-13
PHL,NY.GDP.MKTP.KN,SP.POP.GROW,-3.18685448273068e-13,3.3830878525398083,-0.9639929734894788,3.6774890406877e-32,1.2075747520111988e-14
PHL,NY.GDP.MKTP.KN,SP.POP.TOTL,1.323387077521788e-05,21795272.69313822,0.9603864095363656,4.411348458444609e-31,5.274677291150421e-07
PHL,NY.GDP.PCAP.KN,NY.GDP.MKTP.KN,162392335.7042564,-4431273135362.918,0.9521545168279975,5.92444177671821e-29,7159747.86987418
PHL,NY.GDP.PCAP.KN,NY.GDP.PCAP.KN,1.0,0.0,1.0,0.0,0.0
PHL,NY.GDP.PCAP.KN,NY.GDP.MKTP.CN,321265668.8557903,-11937542656783.965,0.8993728426883452,1.0891577581328535e-20,21451088.18199359
PHL,NY.GDP.PCAP.KN,NE.CON.GOVT.ZS,1.9776755637993805e-05,8.967728755341913,0.15818228451899655,0.24872749496208854,1.6957302144304033e-05
PHL,NY.GDP.PCAP.KN,NE.TRD.GNFS.ZS,0.0011888162491005862,7.9116730674900495,0.48609416855005566,0.00016828001869083678,0.000293576524339581
PHL,NY.GDP.PCAP.KN,NY.GDP.MKTP.KD,3735102.1571293795,-101921422430.09608,0.9521545168279975,5.92444177671821e-29,164677.6591844328
PHL,NY.GDP.PCAP.KN,NY.GDP.PCAP.KD,0.023000483002668468,9.094947017729282e-13,1.0,0.0,0.0
PHL,NY.GDP.PCAP.KN,SP.URB.TOTL.IN.ZS,0.0003961735274600621,23.44266183309502,0.5741469272425946,4.581239619858511e-06,7.760272975841772e-05
PHL,NY.GDP.PCAP.KN,SP.POP.GROW,-5.0075488043155955e-05,4.720112192458671,-0.8881344766695973,1.5577865479737528e-19,3.5593698473928545e-06
PHL,NY.GDP.PCAP.KN,SP.POP.TOTL,2028.9347313262892,-31461793.70734015,0.8633146211403114,2.281098465889436e-17,162.91653766749587
PHL,NY.GDP.MKTP.CN,NY.GDP.MKTP.KN,0.4602439357218309,1714337490669.441,0.9639500435468678,3.793427488918666e-32,0.017450714094302558
PHL,NY.GDP.MKTP.CN,NY.GDP.PCAP.KN,2.51776516627552e-09,38623.82754370119,0.8993728426883452,1.0891577581328535e-20,1.6811258668155855e-10
PHL,NY.GDP.MKTP.CN,NY.GDP.MKTP.CN,1.0,0.0,1.0,0.0,0.0
PHL,NY.GDP.MKTP.CN,NE.CON.GOVT.ZS,7.363148857826779e-14,9.672841967184267,0.21037344817460282,0.1231598656542459,4.7000803887507913e-14
PHL,NY.GDP.MKTP.CN,NE.TRD.GNFS.ZS,3.50504032772607e-12,52.56696301105562,0.5119449302254401,6.466429505185497e-05,8.078565277769147e-13
PHL,NY.GDP.MKTP.CN,NY.GDP.MKTP.KD,0.010585832820651208,39430590314.979836,0.9639500435468676,3.7934274889189345e-32,0.00040137485291043355
PHL,NY.GDP.MKTP.CN,NY.GDP.PCAP.KD,5.790981491163079e-11,888.3666889168985,0.8993728426883443,1.0891577581330867e-20,3.866670692503833e-12
PHL,NY.GDP.MKTP.CN,SP.URB.TOTL.IN.ZS,1.0107709603417918e-12,38.711629121975776,0.5232568198462635,4.15077096410256e-05,2.2611466706006683e-13
PHL,NY.GDP.MKTP.CN,SP.POP.GROW,-1.4291330605946178e-13,2.8274889222031803,-0.9054213968999065,2.27749622064227e-21,9.20398589104537e-15
PHL,NY.GDP.MKTP.CN,SP.POP.TOTL,5.793426641527349e-06,45215384.36013344,0.8805643131491061,8.006164169586938e-19,4.2829957903073877e-07
PHL,NE.CON.GOVT.ZS,NY.GDP.MKTP.KN,325073563059.96204,-354923525830.06396,0.23829819843703745,0.07977190180574874,181981847440.0034
PHL,NE.CON.GOVT.ZS,NY.GDP.PCAP.KN,1265.2042424784202,32360.273361418476,0.15818228451899655,0.24872749496208854,1084.8316582698221
PHL,NE.CON.GOVT.ZS,NY.GDP.MKTP.CN,601060613487.7826,-3458880861384.1655,0.21037344817460282,0.1231598656542459,383671885011.7408
